시군명,관광정보명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
포천시,이항복선생묘,경기도 포천시 가산면 금현리 산4-2,031-538-2106,2021-03-05,,
평택시,원균장군묘,경기도 평택시 도일동 산 82,031-659-6018,2021-03-05,,
포천시,충목단,경기도 포천시 소흘읍 소흘로116번길 13,031-538-2106,2021-03-05,,
파주시,윤관장군묘,경기도 파주시 광탄면 혜음로 930,031-947-3330,2021-03-05,,
파주시,신사임당묘,경기도 파주시 법원읍 자운서원로 204,031-958-1749,2021-03-05,,
파주시,이이선생묘,경기도 파주시 법원읍 자운서원로 204,031-958-1749,2021-03-05,,
파주시,성혼선생묘,경기도 파주시 파주읍 향양리 산 8-2,031-940-5831,2021-03-05,,
파주시,허준선생묘,경기도 파주시 진동면 구암로 205,031-940-5831,2021-03-05,,
의정부시,정문부장군묘,경기도 의정부시 산단로132번길 59-17,031-828-4334,2021-03-05,,
연천군,경순왕릉,경기도 연천군 장남면 장남로 288,031-839-2061,2021-03-05,,
구리시,나만갑선생신도비,경기도 구리시 사노동 산163,031-550-2546,2021-03-05,,
남양주시,다산정약용묘,경기도 남양주시 조안면 다산로747번길 11,031-590-2481,2021-03-05,,
남양주시,흥선대원군묘,경기도 남양주시 화도읍 가구단지중앙길 108-19,031-590-2067,2021-03-05,,
안산시,취몽헌 오태주 묘역,경기도 안산시 상록구 대촌길 12-3,031-481-3437,2021-03-05,,
양평군,한음이덕형선생묘,경기도 양평군 양서면 목왕리 산 82-1,031-770-2474,2021-03-05,,
양주시,권율장군묘,경기도 양주시 장흥면 권율로 223,031-8082-4114,2021-03-05,,
안성시,바우덕이묘,경기도 안성시 서운면 성진로 1279-76,031-678-2502,2021-03-05,,
안성시,영창대군묘,경기도 안성시 일죽면 고은리 산24-5,031-678-2502,2021-03-05,,
고양시,최영장군묘,경기도 고양시 덕양구 대자동 산70-2,031-8075-3396,2021-03-05,,
광명시,광명 영회원,경기도 광명시 노온사동 산 141-20,02-2680-6142,2021-03-05,,
광명시,가학동지석묘,경기도 광명시 가학동 산104,02-2680-6142,2021-03-05,,
구리시,명빈묘,경기도 구리시 아천동 산14,031-550-2546,2021-03-05,,
수원시,효원의종,경기도 수원시 팔달구 정조로 825 (남창동),031-228-4669,2021-03-05,,
수원시,동북공심돈,경기도 수원시 장안구 연무동 산21-8,031-228-3643,2021-03-05,,
수원시,팔달문,경기도 수원시 팔달구 정조로 780,,2021-03-05,,
수원시,창성사지 진각국사탑비,경기도 수원시 팔달구 수원천로392번길 372(매향동),,2021-03-05,,
수원시,창룡문,경기도 수원시 팔달구 경수대로 697,031-228-4678,2021-03-05,,
수원시,화홍문,경기도 수원시 팔달구 북수동 420,031-251-4435,2021-03-05,,
수원시,화서문,경기도 수원시 팔달구 장안동 332,031-228-3643,2021-03-05,,
수원시,화성행궁,경기도 수원시 팔달구 정조로 825,031-2287-4410,2021-03-05,,
수원시,방화수류정,경기도 수원시 팔달구 수원천로 392번길 44-6,031-290-3600,2021-03-05,,
수원시,장안문,경기도 수원시 팔달구 정조로 910,031-228-4480,2021-03-05,,
수원시,수원화성,경기도 수원시 팔달구 행궁로 11,031-228-4480,2021-03-05,,
수원시,연무대(동장대),경기도 수원시 팔달구 행궁로 11,031-228-4686,2021-03-05,,
수원시,서장대,경기도 수원시 팔달구 남창동 55-23,,2021-03-05,,
화성시,화성 공룡알화석지,경기도 화성시 송산면 공룡로 659,031-357-3951,2021-03-05,,
포천시,포천영송리선사유적,경기도 포천시 영중면 영송리 158-2,031-538-2106,2021-03-05,,
파주시,덕은리 주거지 및 지석묘군,경기도 파주시 월롱면 옥돌내길 123,031-940-5831,2021-03-05,,
파주시,파주 가월리 및 주월리 구석기유적,"경기도 파주시 적성면 가월리 산95-6외, 주월리 309외",031-940-4354,2021-03-05,,
연천군,전곡선사박물관,경기도 연천군 전곡읍 평화로 443번길 2,031-830-5600,2021-03-05,,
연천군,연천전곡리유적,경기도 연천군 전곡읍 양연로 1510,031-832-2570,2021-03-05,,
부천시,고강동 선사유적지,경기도 부천시 고강동 산 90(고강동),,2021-03-05,,
여주시,흔암리 선사유적,경기도 여주시 점동면 흔암리 산 2-1,031-887-2833,2021-03-05,,
용인시,처인성,경기도 용인시 남사면 아곡리 산43,031-324-3049,2021-03-05,,
광주시,지수당,경기도 광주시 중부면 산성리 124-1,031-760-4821,2021-03-05,,
광주시,연무관,경기도 광주시 중부면 산성리 400-1,031-760-4821,2021-03-05,,
광주시,숭렬전,경기도 광주시 중부면 남한산성로780번길 41-20,,2021-03-05,,
구리시,아차산일대보루군,경기도 구리시 우미내길 50-140,031-550-2546,2021-03-05,,
광주시,남한산성 행궁,경기도 광주시 중부면 남한산성로 784-29,031-760-4821,2021-03-05,,
광주시,남한산성,경기도 광주시 중부면 남한산성로 784-16,031-743-6610,2021-03-05,,
김포시,덕포진,경기도 김포시 대곶면 신안리 산105,031-980-2965,2021-03-05,,
광주시,침괘정,경기도 광주시 남한산성면 남한산성로 784-6,031-760-2721,2021-03-05,,
광주시,수어장대,경기도 광주시 남한산성면 남한산성로780번길 107-65,,2021-03-05,,
용인시,용인할미산성,경기도 용인시 처인구 포곡읍 마성리 산41,031-204-2006,2021-03-05,,
안성시,칠장사,경기도 안성시 죽산면 칠장로 399-18,031-673-0776,2021-03-05,,
안성시,석남사,경기도 안성시 금광면 상촌새말길 3-120,031-676-1444,2021-03-05,,
군포시,정난종선생묘및신도비외묘역일원,경기도 군포시 속달동 산3번지,,2021-03-05,,
군포시,김만기선생묘,경기도 군포시 대야미동 산1-12번지,,2021-03-05,,
군포시,조선 백자 도요지,경기도 군포시 산본동 147,,2021-03-05,,
군포시,전주이씨 안양군묘,경기도 군포시 산본동,,2021-03-05,,
군포시,이기조 선생묘,경기도 군포시 산본동 산1152-11번지,,2021-03-05,,
군포시,동래정씨 동래군파 종가,경기도 군포시 속달동 24-4,,2021-03-05,,
평택시,이대원장군묘및신도비,경기도 평택시 포승읍 희곡리 산 83-6,031-8024-3213,2021-03-05,,
평택시,평택덕목리성지,경기도 평택시 현덕면 덕목리 647-1,031-8024-3213,2021-03-05,,
평택시,정도전선생사당,경기도 평택시 진위면 은산길 80-15,031-8024-3213,2021-03-05,,
평택시,수성군묘및사당,경기도 평택시 독곡동 산 53,031-8024-3213,2021-03-05,,
평택시,신숙주영정및감실주독,경기도 평택시 청북면 고잔리 산 905 고잔묘당,031-8024-3213,2021-03-05,,
평택시,충의각,경기도 평택시 이충동 산 37-1,031-8024-3213,2021-03-05,,
평택시,한온장군충신정문,경기도 평택시 서탄면 금암리 594,031-8024-3213,2021-03-05,,
화성시,향토박물관,경기도 화성시 향남읍 행정동로 96,031-369-3797,2021-03-05,,
화성시,남양성모성지,경기도 화성시 남양성지로 112,031-356-5880,2021-03-05,,
화성시,당성,경기도 화성시 서신면 상안리 산32,031-369-2994,2021-03-05,,
시흥시,김치인 선생 묘,경기도 시흥시 안현동,031-310-6708,2021-03-05,,
가평군,이정구 선생묘,경기도 가평군 상면 태봉리 산115-1,031-585-1557,2021-03-05,,
가평군,이방실 장군묘,경기도 가평군 가평읍 하색리 산81,031-582-3238,2021-03-05,,
가평군,가평지구 전투전적비,경기도 가평군 가평읍 보납로70번길 47-1,,2021-03-05,,
부천시,여월동 선사유적,경기도 부천시 여월동 산59(여월공원 內),,2021-03-05,,
안양시,중초사지 당간지주,경기도 안양시 만안구 석수1동 212-1,,2021-03-05,,
안양시,석수동 마애종,경기도 안양시 만안구 석수동 산 32,,2021-03-05,,
안양시,삼막사 마애삼존불,경기도 안양시 만안구 석수1동 산10-1 (삼막사경내),,2021-03-05,,
안양시,삼막사 사적비,경기도 안양시 만안구 석수1동 241-54,,2021-03-05,,
안양시,박서 신도비,경기도 안양시 만안구 석수동 산168,,2021-03-05,,
안양시,비산동 도요지,경기도 안양시 동안구 비산동 산3-1 (서울농대 수목원내),,2021-03-05,,
안양시,평촌 지석묘,경기도 안양시 동안구 갈산동 1112,,2021-03-05,,
안양시,안양사 귀부,경기도 안양시 만안구 석수동 산 27번지,,2021-03-05,,
안양시,삼막사 삼층석탑,경기도 안양시 만안구 석수1동 241-54,,2021-03-05,,
안양시,중초사지 삼층석탑,경기도 안양시 만안구 석수동 212-1,,2021-03-05,,
안양시,삼막사 삼귀자,경기도 안양시 만안구 석수동 10-1,,2021-03-05,,
안양시,석수동 석실분,경기도 안양시 만안구 석수1동 산236-9,,2021-03-05,,
안양시,비산동 석실분,경기도 안양시 동안구 비산동 488,,2021-03-05,,
안양시,수리산 성지,경기도 안양시 만안구 안양9동 산79,,2021-03-05,,
안양시,삼막사 명부전,경기도 안양시 만안구 석수1동 241-54,,2021-03-05,,
의왕시,임영대군 묘 및 사당,"경기도 의왕시 능안아랫말길 32 (내손동, 임영대군사당)",,2021-03-05,,
고양시,행주서원지,경기도 고양시 덕양구 행주산성로 127-17,031-909-9000,2021-03-05,,
과천시,과천향교,경기도 과천시 자하동길 18,02-502-2944,2021-03-05,,
하남시,교산동 건물지,경기도 하남시 교산동 78-3 일원,031-795-1020,2021-03-05,,
하남시,광주향교,경기도 하남시 대성로 126-13,031-790-5632,2021-03-05,,
포천시,화산서원,경기도 포천시 가산면 가산로 227-40,031-543-1580,2021-03-05,,
포천시,동음사,경기도 포천시 이동면 화동로 1760,031-538-2106,2021-03-05,,
포천시,포천향교,경기도 포천시 군내면 청군로3274번길 37,031-535-3186,2021-03-05,,
파주시,파산서원,경기도 파주시 파평면 파산서원길 24-40,031-940-5831,2021-03-05,,
파주시,자운서원,경기도 파주시 법원읍 자운서원로 204,031-958-1749,2021-03-05,,
이천시,이천향교,경기도 이천시 향교로 1,031-633-0325,2021-03-05,,
의정부시,송산사지,경기도 의정부시 민락로 296,031-828-4334,2021-03-05,,
의정부시,노강서원,경기도 의정부시 동일로122번길 153,031-828-4334,2021-03-05,,
오산시,궐리사,경기도 오산시 매홀로 3,031-373-0151,2021-03-05,,
오산시,보적사,경기도 오산시 독산성로269번길 144,031-372-3433,2021-03-05,,
오산시,외삼미동 고인돌,경기도 오산시 외삼미동 384,031-8036-7604,2021-03-05,,
광명시,충현서원지,경기도 광명시 소하 2동 1084,02-898-0505,2021-03-05,,
연천군,연천향교,경기도 연천군 연천읍 지혜로117번길 20,031-839-2061,2021-03-05,,
김포시,김포향교,경기도 김포시 북변중로25번길 38,031-984-8891,2021-03-05,,
안산시,잿머리성황당,경기도 안산시 성곡동 산76,031-481-3437,2021-03-05,,
여주시,여주향교,경기도 여주시 향교1길 28,031-887-3563,2021-03-05,,
양평군,노산사지,경기도 양평군 서종면 노문리 산 69-7,031-770-2471,2021-03-05,,
양평군,지평향교,경기도 양평군 지평면 지평로 333,031-770-2474,2021-03-05,,
양주시,양주향교,경기도 양주시 부흥로 1423번길 50,031-840-4148,2021-03-05,,
안성시,양성향교,경기도 안성시 양성면 교동길 33-4,031-678-2502,2021-03-05,,
안성시,바우덕이사당,경기도 안성시 서운면 청룡길 128-29,031-677-1330,2021-03-05,,
안성시,덕봉서원,경기도 안성시 양성면 덕봉서원로 529-8,031-677-1330,2021-03-05,,
안성시,안성향교,경기도 안성시 명륜동 118,031-675-0027,2021-03-05,,
안성시,죽산향교,경기도 안성시 죽산면 죽산향교길 54-45,031-678-2502,2021-03-05,,
용인시,심곡서원,경기도 용인시 수지구 심곡로 16-9,031-324-2147,2021-03-05,,
이천시,이천설봉서원,경기도 이천시 경충대로 2709번길 276,031-632-6564,2021-03-05,,
연천군,숭의전,경기도 연천군 미산면 숭의전로 382-27,031-839-2061,2021-03-05,,
김포시,한재당,경기도 김포시 하성면 가금리 224,031-984-8892,2021-03-05,,
포천시,용연서원,경기도 포천시 신북면 신평로72번길 1-13,031-538-2069,2021-03-05,,
남양주시,홍유릉,경기도 남양주시 홍유릉로 352-1,031-591-7043,2021-03-05,,
남양주시,사릉,경기도 남양주시 진건읍 사릉로 180,031-573-8124,2021-03-05,,
남양주시,광릉,경기도 남양주시 진접읍 광릉수목원로 354,031-527-7105,2021-03-05,,
김포시,장릉,경기도 김포시 장릉로 79,031-984-2897,2021-03-05,,
화성시,융릉·건릉,경기도 화성시 안녕동 187-39,031-222-0142,2021-03-05,,
화성시,용주사,경기도 화성시 용주로 136,031-234-0040,2021-03-05,,
파주시,파주삼릉,경기도 파주시 조리읍 삼릉로 89,031-941-4208,2021-03-05,,
여주시,세종대왕릉[유네스코세계문화유산],경기도 여주시 능서면 영릉로 269-50,031-885-3123,2021-03-05,,
여주시,효종대왕릉,경기도 여주시 능서면 영릉로 26-50,031-885-3123,2021-03-05,,
구리시,동구릉,경기도 구리시 동구릉로 197,031-563-2909,2021-03-05,,
고양시,서오릉,경기도 고양시 덕양구 서오릉로 334-92,02-359-0090,2021-03-05,,
고양시,서삼릉,경기도 고양시 덕양구 서삼릉길 233-126,031-962-6009,2021-03-05,,
안산시,한응인 묘역,경기도 안산시 사사동 산86-6,031-481-3437,2021-03-05,,
안산시,안탄대 선생 묘,경기도 안산시 성곡동 615-1,031-481-3437,2021-03-05,,
수원시,심온선생묘,경기도 수원시 영통구 이의동 산13-10,031-228-2476,2021-03-05,,
용인시,정몽주선생묘,경기도 용인시 처인구 모현읍 능곡로 45 영일정씨제각,031-324-2147,2021-03-05,,
시흥시,강희맹선생묘,경기도 시흥시 하상로 59,031-310-6707,2021-03-05,,
성남시,청주한씨 문정공파 묘역 신도비,경기도 성남시 분당구 율동 산2-1,,2021-03-05,,
성남시,풍산군 이종린 묘역,경기도 성남시 분당구 하산운동 264-5,,2021-03-05,,
성남시,이수 선생 묘,경기도 성남시 분당구 궁내로 52,,2021-03-05,,
성남시,이경석 선생 묘,경기도 성남시 분당구 석운동 50-7,,2021-03-05,,
성남시,천림산봉수지,경기도 성남시 분당구 금토동 산35-5,,2021-03-05,,
성남시,전주이씨 태안군파 묘역,경기도 성남시 분당구 정자동 산33-1,,2021-03-05,,
성남시,한산이씨 묘역,경기도 성남시 분당구 성남대로 550,,2021-03-05,,
구리시,광개토태왕비ㆍ동상,경기도 구리시 장자대로 34 (교문동),031-557-1010,2021-03-05,,
수원시,수원행궁동벽화골목,경기도 수원시 팔달구 화서문로 82-6,031-228-2409,2021-03-05,,
광주시,광주 남한산성,경기도 광주시 남한산성면 산성리 935-9,,2021-03-05,,
광주시,광주 남한산성,경기도 광주시 남한산성면 산성리 935-9,,2021-03-05,,
광주시,광주 남한산성,경기도 광주시 남한산성면 산성리 935-9,,2021-03-05,,
광주시,광주 남한산성,경기도 광주시 남한산성면 산성리 935-9,,2021-03-05,,
광주시,광주 남한산성,경기도 광주시 남한산성면 산성리 935-9,,2021-03-05,,

